coords2d_1,coords2d_2,coords2d_3,coords2d_4,coords2d_5,coords2d_6,coords2d_7,coords2d_8,coords3d_1,coords3d_2,coords3d_3,coords3d_4,coords3d_5,coords3d_6,coords3d_7,coords3d_8
156.82058326798082,120.22004471360535,117.13024471801,61.70104662206545,83.49448637666197,81.70329658758281,76.10741822323975,67.85133827152762,90.45748857508562,90.03525311078461,100.04287360344397,100.96589170750114,89.78836226285615,89.64789259238567,81.94437494452758,81.66640673587557
125.43636946577081,114.13347189891023,138.53620784099172,132.5261877865141,79.5177111852596,74.90085164597865,52.06202753324958,78.52104998157134,90.28167267566032,90.7734326355229,97.58625946466547,96.2520503121952,89.48880382623773,89.10405927029092,90.87423939748312,91.08375545027326
166.3299278003094,158.70011472378494,64.68718483662751,72.79423689083913,80.87190547124135,80.54462329678185,66.38842103433761,53.456352595699734,91.794593727764,91.06447382624631,94.95843980415145,96.1820067222567,89.4711819381791,89.76476395927376,98.49599968097615,98.85706397107054
110.01556450868789,118.16829686806854,61.329880482188614,31.74608746972104,80.21614583921759,73.6604961228935,79.87424705993426,76.9181275267744,90.16370847850503,91.24909383951176,96.51198682143837,94.95237459616848,89.4467435213288,89.01301967884382,90.69317791277525,89.8824412884839
151.62127934722704,149.97891938016244,119.32676525319441,114.20085854526158,82.71004598067518,82.11157797540949,89.59000673916981,82.16979850789468,89.70613361543838,92.47718917303673,96.79393020018732,98.08885210455169,90.82590214872694,88.39511295520028,97.62197452383548,96.64266200063905
152.99839574806336,149.15679683052468,132.01244827790242,95.63272973939345,86.59716127884279,82.37092025819487,83.94155640878516,77.70383150775766,91.84383256149061,88.86814453635867,99.75059614848078,99.8462529478068,89.65354798901843,89.63840545962852,90.3784359656319,90.6794765533002
138.03626531450345,135.71551729869486,148.42962757072846,171.06169161199747,83.02814838089019,79.04099130194939,84.74572922128412,51.53241466500679,90.84995124479455,90.1352675708011,100.86147177547,100.6205573430653,89.95324985960943,89.26165222501062,83.09795974439689,83.3032888912258
154.58528091868908,134.41928399800983,86.88881718659151,109.7356770168791,81.2530436873064,80.24656067159165,84.88964813728546,57.75686509338237,92.32863938877813,90.27936407172086,93.51685324773939,94.31121790859022,88.82245740100046,90.53867903374956,100.67022647870964,101.31544712884406
150.77631664500475,153.71753270539566,55.35679126055325,48.565827866943884,76.5447005942823,74.29127092293335,75.5209440301566,73.31957406066148,92.02632838592419,91.11871918863456,96.71545132662388,96.24811612323326,89.4717488438802,88.86612280036435,86.60326746796079,86.25010570673611
157.98440652141596,157.69874068956935,53.744002597500234,50.092730316278576,77.85348095247264,76.96136945440976,78.92884642596695,70.00090808635736,92.25629402508935,90.99953238761783,94.1748326912434,94.59394675909373,89.05683534236945,89.48636544870403,92.87167357873999,92.65789548790777
148.76873280264124,137.16465121413978,127.83510458152261,138.24047431030849,80.48904604750545,80.28903078785079,67.23617728393042,65.51119934866536,90.49599035143699,90.6236739077812,100.38311264675897,101.2922518064227,89.41104212253714,89.49301122276646,85.78757895652119,85.79087110770114
128.38404688511653,113.20020168090886,157.61608174023388,136.76955209141124,78.637381763515,80.57123371378822,45.75776634442239,59.86027648980116,91.0824030728176,89.93382480160992,98.24725785178263,98.04843104504356,89.1315302911327,89.88179242051275,95.11435936252451,95.58312207545166
175.05910080488246,178.07867279543174,97.04771270898831,87.954668206572,79.11192964666914,80.02474344810632,90.30147339406419,55.644277337813676,90.82954263955456,91.33729207226413,99.36555106421048,99.6935367481545,89.45461872944182,89.30266068078737,92.03513932995351,91.53659699224511
163.55797748792978,167.79714805667652,42.163030954055515,42.715063918248866,76.3056576337102,76.96401956780772,83.00379875649908,78.80290456786108,91.00641038811203,92.23813255208628,96.61316924380293,94.44308154070649,89.20313116420195,89.11308878037367,90.94060834564813,90.72246576393627
129.3748068053619,125.47052041162088,37.21382123995091,46.629254086286416,74.46383565231372,71.85908154062683,80.11061258635172,72.42223063769438,91.86545011021371,90.04218575279216,97.78655476207611,97.30154985930267,90.0556617160246,88.43886714702337,82.70551756525546,82.65112193870547
139.553318631055,144.97736309625887,130.33136113824386,121.98549834989191,82.09493280440216,82.32661965123818,88.74569973510786,78.26795049168734,92.3047064059264,89.13998606532517,97.51603145961941,98.12544142793546,88.67596350368203,90.47078695339964,94.45394837167598,94.76891571506194
